shona,luo
"Saka vanakomana vaIsraeri vakabatana nevamwe vaienda kunotenga, nekuti nzara yakanga yasvika munyika yeKenani.","Omiyo, yawuot Israel nodhi ng’iewo cham mana kaka jomamoko ne timo, nimar kejno ne oselandore nyaka e piny Kanaan."
"Josefa ndiye murume aiva nesimba munyika yeIjipiti, uye ndiye aitengesera zviyo vanhu vese vepanyika. Saka vakoma vaJosefa vakasvika vakamugwadamira vakaisa zviso zvavo pasi.","Josef e ma ne en jatelo e piny Misri, kendo en e ma ne ouso cham ne ji moa e pinje duto. Omiyo, ka ne owetene obiro, ne gigoyo chonggi piny mi gikulorene nyaka e lowo."
"Josefa paakaona vakoma vake, akabva angovaziva, asi akaita kuti ivo vasamuziva. Saka akataura navo nehasha achiti: “Mabva kupi?” ivo vakati: “Tabva kunyika yeKenani uye tauya kuzotenga zvekudya.”","To ka Josef noneno anena owetenego, ne ofwenyogi, kata kamano, ne owuondore ni okiagi. Ne ochako wuoyo kodgi gi gero kopenjogi niya: “Ua kanye?” Ne gidwoke niya: “Waa e piny Kanaan, kendo wabiro ng’iewo chiemo.”"
"Saka Josefa akaziva vakoma vake, asi ivo havana kumuziva.","Kamano, Josef ne ofwenyo owetene, to gin ne ok gifwenye."
"Josefa akabva ayeuka hope dzaakamborota nezvavo, uye akati kwavari: “Muri vasori! Mauya kuzoona kuti nyika haina kudzivirirwa papi!”","Gikanyono, Josef ne oparo lek ma ne oleko kuomgi, mi owachonegi niya: “Un jonon piny! Usebiro nono kuonde ma pinywani nyapie!”"
"Ivo vakabva vati kwaari: “Aiwa ishe wangu, varanda venyu vauya kuzotenga zvekudya.","Ne gidwoke niya: “Ok kamano ruoth, wan mana jotichni kendo wabiro ng’iewo chiemo."
Tese tiri vanakomana vemunhu mumwe. Tiri varume vakarurama. Varanda venyu havasi vasori.”,Waduto wan yawuot ng’at achiel. Wan jo makare kendo ok wabiro nono pinyu.”
Asi akati kwavari: “Handizvo! Mauya kuzoona kuti nyika haina kudzivirirwa papi!”,Josef ne odwokogi niya: “Uriambo! Usebiro nono kuonde ma pinywani nyapie!”
"Ivo vakabva vati: “Varanda venyu vanakomana 12 vemunhu mumwe wekunyika yeKenani, uye gotwe rina baba vedu, asi mumwe wacho haasisipo.”","Ne gidwoko niya: “Ruoth, wan owete 12, kendo wan yawuot ng’at achiel modak e piny Kanaan. Owadwa ma chogo odong’ gi wuonwa dala, to owadwa machielo to onge.”"
"Asi Josefa akati kwavari: “Ndizvo zvandakuudzai, ‘Muri vasori!’","Kata kamano, Josef ne owachonegi niya: “En mana kaka asewachonu ni un jonon piny!"
"Muchaedzwa neizvi: Ndinopika naFarao mupenyu, hamusi kuzobva pano kusvikira munin’ina wenyu wegotwe auya pano.",Kendo ma e kaka abiro temou mondo ang’e ka be uwacho adiera: Akuong’ora ni mana kaka Farao ngima ok ubi wuok kae mak mana ka owadu ma chogo obiro kae.
"Tumai mumwe wenyu kuti anotora munin’ina wenyu vamwe vosara vakasungwa. Izvi zvichaita kuti muonekwe kana mashoko enyu ari echokwadi. Kana zvisina kudaro, naFarao mupenyu, muri vasori.”","Oruru ng’ato achiel kuomu mondo odhi okel owaduno, to jo modong’ ibiro tue nyaka wang’e ka be uwacho adier. To ka ok adier, e nying Farao kara un jonon piny.”"
Akabva avaisa pamwe chete muchitokisi kwemazuva matatu.,Eka Josef ne otueyogi kuom ndalo adek.
Josefa akati kwavari pazuva rechitatu: “Itai izvi murarame nekuti ndinotya Mwari.,"E odiechieng’ mar adek, Josef ne owachonegi niya: “An ng’at moluoro Nyasaye, omiyo, ubiro kwo ka utimo gima anyisou."
"Kana makarurama, mumwe wenyu ngaasare akasungwa ari muchitokisi chenyu, asi vamwe vese endai henyu uye torai zviyo muwane chekumbopawo mhuri dzenyu dziri munzara.","Ka un jo makare, kara weuru owadu achiel odong’ e od tuech kae, to jomamoko oter chiemo museng’iewogi ne joodu ma koro kech nego."
"Mozondiunzira munin’ina wenyu wegotwe, kuti mashoko enyu aoneke kuti ndeechokwadi uye hamuzofi.” Vakaita saizvozvo.","Kae to kukelo owadu machogono, eka nang’e ni usebedo kuwacho adier, kendo ok bi negu.” Ne gitimo mana kamano."
"Vakataurirana vachiti: “Chokwadi tiri kurangwa nezvatakaitira munin’ina wedu, nekuti takaona kutambudzika kwaaiita paaitikumbira kuti timunzwire tsitsi, asi hatina kumunzwa. Ndokusaka tapinda mutsekwende iyi.”",Ne gichako wuoyo e kindgi ka gi wacho niya: “Ikumowa nikech gima ne watimo ne owadwa. Ne oywak malit ka ohombowa mondo wakeche to ne ok wawinje. Mano e momiyo koro wachandore kama.”
"Rubheni akabva avapindura kuti: “Handiti ndakakuudzai kuti, ‘Musaitira mwana zvakaipa,’ imi mukasateerera? Zvino ropa rake rava kubvunzwa.”","To Reuben ne owachonegi niya: “Donge nakwerou ni kik utim ne nyathino gimoro marach, to ne utamoru winjo? Ero koro bura oloyowa nikech ne wachuero rembe.”"
"Asi vakanga vasingazivi kuti Josefa ainzwisisa zvavaitaura, nekuti paaitaura navo paiva nemuturikiri.","Ne gikia ni Josef ne winjogi, nimar Josef ne nigi ng’at ma ne lokone dhok sa ma nowuoyo kodgi."
"Saka akabva pavari akatanga kuchema. Paakadzoka ndokutaura navo zvakare, akatora Simiyoni akamusunga vakatarisa.","Josef ne oa e nyimgi, moywak malit. Ka ne oduogo ne owuoyo kodgi, kae to okawo Simeon motueye ka gineno."
Josefa akabva arayira kuti masaga avo azadzwe nezviyo uye kuti mari yavo idzorerwe musaga remumwe nemumwe uye kuti vapiwe mbuva. Vakaitirwa saizvozvo.,"Eka Josef nochiko mondo oketnegi cham mopong’ e ogundegi, kendo ni oduok ne ng’ato ka ng’ato kuomgi pesane e ogunde. Bende, nochiko mondo omigi chiemo moromogi chamo e wuodhgi. Mi ne otimnegi mana kamano."
Saka vakatakudza madhongi avo zviyo zvavo ndokuenda.,"Eka ne giketo ogundegi e wi pundegi, mi giwuok."
"Mumwe wavo paakavhura saga rake kuti ape dhongi rake chikafu panzvimbo yekurara, akaona mari yake iri musaga rake nechekumuromo.","Gotieno ne gibworo kamoro, kendo ka achiel kuomgi noyawo ogunde mondo omi pundane chiemo, nopo koyudo pesane e dho ogunde."
"Akabva ati kuvamwe vake: “Onai mari yangu yadzoswa, iyi iri musaga rangu!” Vakabva vapera simba, vakatanga kudedera vakataurirana vachiti: “Mwari atidarireiko nhai?”","Eka nowacho ne owetene niya: “Neuru! Oseduokna pesana e ogunda!” Ne gibwok kendo luoro nomakogi, mi gipenjore niya: “Ang’o ma Nyasaye osetimonwani?”"
"Pavakasvika kuna Jakobho baba vavo kunyika yeKenani, vakavaudza zvese zvavakanga vasangana nazvo, vachiti:","Ka ne giduogo Kanaan ir Jakobo wuon-gi, ne giwachone gik moko duto ma notimorenegi. Ne ginyise niya:"
"“Ishe wenyika yacho akataura nesu nehasha, uye akatipomera kuti takanga tauya kuzosora nyika.",“Ruodh pinyno ne owuoyo kodwa koger kowacho ni ne wadhi nono pinygi aling’ling’.
"Asi takati kwaari, ‘Tiri varume vakarurama. Hatisi vasori.","To ne wanyise ni wan jo makare, kendo ni ne ok wadhi nono pinygi."
"Tiri vanakomana 12 vababa mumwe chete. Mumwe haasisipo, uye mudiki ana baba vedu munyika yeKenani.’","Bende, ne wanyise ni wan owete 12 ma yawuot ng’at achiel. To achiel kuom owetewa onge, to machogo odong’ Kanaan gi wuonwa."
"Asi murume wacho akati kwatiri, ‘Ndichaziva kuti makarurama neizvi: Siyai mumwe wenyu aineni, mutore chimwe chinhu chekunopawo mhuri dzenyu dziri munzara, moenda.","Kata kamano, ng’atno nodwokowa niya: ‘Abiro ng’eyo ni un jo makare kuyie weyo ng’ato achiel kuomu mondo odong’ koda kae. To jomoko okaw cham oter ne joodu ma koro kech nego."
"Mundiunzire munin’ina wenyu wegotwe, kuti ndizive kuti hamusi vasori asi muri vanhu vakarurama. Ndichabva ndakudzorerai mumwe wenyu, uye munogona henyu kuramba muchiuya kuzotenga munyika ino.’”","Kendo ukelna owadu ma chogono, eka anang’e ni un jo makare, to ok jo mobiro nono pinywa. Mi abiro gonyo owadu, kendo unulok ohala e pinywani.’”"
"Pavakanga vachibvisa zvaiva mumasaga avo, vakaona kuti mari yemumwe nemumwe yaiva musaga rake. Ivo nababa vavo pavakaona homwe dzavo dzemari, vakatya.","Ka ne gigolo cham e ogundegi, ng’ato ka ng’ato noyudo ofuke mar pesa e ogunde. Ka ne gineno pesago, luoro nomakogi giduto kaachiel gi wuon-gi."
"Jakobho baba vavo vakabva vati kwavari: “Ini ndini wamaita kuti ndirasikirwe! Josefa haasisipo, Simiyoni haasisipo, uye muchatora Bhenjamini! Zvese izvi zviri kurwadzisa inini!”","Jakobo ne owachonegi niya: “An e ma usemaya nyithinda! Josef onge, kendo koro Simeon bende onge, to pod udwaro kawo Benjamin! An e ma gigi duto oseyuda!”"
"Asi Rubheni akati kuna baba vake: “Kana ndikasadzoka naye, munouraya henyu vanakomana vangu vaviri. Muisei mumaoko angu, uye ndichadzoka naye kwamuri.”",To Reuben ne owacho ne wuon-gi niya: “Inyalo nego yawuota ariyo ka ok aduogoni Benjamin. Kete e lweta kendo abiro duogo kode.”
"Asi iye akati: “Mwanakomana wangu haasi kuzoenda nemi, nekuti mukoma wake akafa uye ndiye asara. Kana akasangana nenjodzi akafa muri parwendo, chokwadi mungaita kuti ndipinde nebvudzi rangu jena muGuva ndiine shungu.”","To Jakobo ne odwoke niya: “Wuoda ok bi dhi kodu, nikech owadgi osetho, kendo en kende e ma koro odong’. Di po ka masira moro oyude e yo, motho. Kendo mano biro kelona kuyo mang’eny, mi alor e Liel nikech koro aseti ahinya.”"
Zvino nzara yakanga iri huru panyika yacho.,"Koro, kejno ne pod ger ahinya e piny."
"Saka pavakapedza zviyo zvavakanga vauya nazvo kubva kuIjipiti, baba vavo vakati kwavari: “Dzokerai, munotitengera zvekudya zvishomanana.”","Kuom mano, ka ne jood Jakobo osetieko cham duto ma ne ging’iewo e piny Misri, Jakobo ne onyiso yawuote niya: “Doguru e piny Misri mondo ung’iew cham matin ma wanyalo konyorego.”"
"Judha akabva ati kwavari: “Murume wacho akanyatsotiyambira achiti, ‘Musauya kuzomira pamberi pangu kana musina munin’ina wenyu.’",Eka Juda ne odwoke kama: “Ng’atcha ne okwerowa ni kik ochak onewa ka ok wadhi gi owadwa ma chogo.
"Kana mukatibvumira kuenda nemunin’ina wedu, tichaenda kunokutengerai zvekudya.","Omiyo, wanyalo dhi Misri ng’iewoni chiemo mana kiyie mondo wadhi kode."
"Asi kana mukaramba kuti tiende naye, hatisi kuzoenda, nekuti murume wacho akati kwatiri, ‘Musauya kuzomira pamberi pangu kana musina munin’ina wenyu.’”","To ka ok iyie ni odhi kodwa, ok wabi dhi nimar ng’atno nonyisowa ni kik ochak onewa ka ok wadhi gi owadwa ma chogo.”"
Israeri akabvunza kuti: “Makandiunzireiko nhamo iyi? Maimuudzirei kuti mune mumwe munin’ina?”,Israel nopenjogi niya: “Ang’o momiyo ne utimona kamano? Ang’o momiyo ne unyiso ng’atno ni un gi owadu moro ma chogo?”
"Vakapindura kuti: “Murume wacho akanyotsobvunza nezvedu uye hama dzedu, achiti, ‘Baba venyu vachiri vapenyu here? Mune mumwe munin’ina here?’ uye takamuudza chokwadi. Taigoziva sei kuti aizoti, ‘Uyai nemunin’ina wenyu’?”",Ne gidwoko niya: “Ng’atno nopenjowa achiel ka achiel e wi joodwa kama: ‘Be wuonu pod ngima? Be un gi owadu machielo?’ Ne nyaka wawachne mana adiera. Ere kaka dine wang’eyo ni nodhi nyisowa ni water owadwa ire?”
"Judha akabva anyengetedza baba vake Israeri achiti: “Ndipei mukomana ndiende naye, tipinde munzira, kuti tirarame tirege kufa nenzara, isu nemi nevana vedu.","Eka Juda nosayo Israel wuon-gi niya: “Yiena adhi gi wuoyini mondo wadhi wang’iew chiemo, nikech kejni nyalo negowa waduto kaachiel gi nyithindwa."
"Ndichava nechokwadi chekuti hapana chinomuwana. Munopa ini mhosva yacho kana paine chaitika. Kana ndikatadza kudzoka naye kwamuri, ndinenge ndakutadzirai kweupenyu hwangu hwese.","Asingora ni an awuon abiro rite. An e ma iket wachno e wiya. Kendo ka ok aduoke iri, anabedni jaketho ndalo duto."
"Izvozvi dai tisina kunonoka, tingadai takaenda nekudzoka kaviri kese.”","Neuru kaka koro waseketho kinde, dikoro wasechopo Misri mi waduogo kendo wachako wadok kuno.”"
"Baba vavo Israeri vakabva vati kwavari: “Saka kana zvakadaro, itai izvi: Torai zvibereko zvakanakisisa zvenyika ino moisa muhomwe dzenyu munopa murume wacho sechipo: bharisamu shomanana, uchi hushomanana, namo yemiti inonhuhwirira, makwati anobudisa namo, mhodzi dzemupistakiyo, nemaarumondi.","Omiyo, Israel wuon-gi nowachonegi niya: “Ka ochuno ni nyaka bed mana kamano, kara timuru kama: Kawuru gik mabeyo mag pinyni kaka mor balsam, mor kich, ubani marateng’, duogo ma nigi suya mamit, njugu, kod almond, mondo uter ne ng’atno kaka mich."
Endai nemari yakapetwa kaviri; uyewo dzokerai nemari yakadzoswa iri muhomwe dzenyu. Pamwe vakaita vasingazivi.,"Bende, kawuru pesa moromou ng’iewo cham nyadiriyo, kendo uduok pesa ma ne oketnu e ogundeu, nikech samoro ne giketo pesago ka gikia."
"Torai munin’ina wenyu muende, mudzokere kumurume wacho.",Kawuru owadu bende mondo udhi kode ir ng’atno.
"Mwari Wemasimbaose ngaaite kuti murume wacho akunzwirei tsitsi, akusunungurirei mumwe wenyu naBhenjamini. Asi kana ndiri ini, kana ndafirwa nevana vangu, ndafirwa hangu!”","Mad Nyasaye Manyalo Duto omi ng’atno okechu, mondo ogonynu owadu ma ne odong’ kuno, kaachiel gi Benjamin. To ka ochuno ni nyaka omaya nyithinda, to omaya amaya!”"
"Saka varume vacho vakatora chipo ichi, vakatora mari yakapetwa kaviri, vakatorawo Bhenjamini. Vakasimuka, vakaenda kuIjipiti, vakanomira zvakare pamberi paJosefa.","Kuom mano, ne gikawo pesa moromogi rundo diriyo kaachiel gi mich, mi gidhi gi Benjamin e piny Misri ir Josef."
"Josefa paakaona Bhenjamini ainavo, akabva ati kumukuru wevashandi vemumba make: “Enda nevarume ava kumba, uuraye zvipfuwo, wogadzira zvekudya, nekuti varume vacho vachadya neni masikati.”","To ka ne Josef oneno Benjamin ka ni kodgi, ne onyiso jatich ma nochung’ ne ode niya: “Rwak jogo e ot, iyang’ chiaye, kendo ilos chiemo mamit. Nimar gibiro chiemo koda sa auchiel.”"
Murume wacho akabva angoita zvakanga zvataurwa naJosefa uye akaenda nevarume vacho kumba kwaJosefa.,"Jatichno notimo kaka Josef nochike, mi ne orwakogi e od Josef."
"Asi varume vacho pavakaendeswa kumba kwaJosefa vakatya vakatanga kuti: “Taunzwa kuno nenyaya yemari yatakadzokera nayo iri muhomwe dzedu paya patakambouya. Iye zvino vachatirwisa, votiita varanda, uye vachatora madhongi edu!”","To luoro nomakogi ka ne iterogi e od Josef, mi gichako wacho e kindgi niya: “Okelwa e odni mana nikech wach pesa ma ne oduok e ogundewa chieng’-cha. Nyaka bedni gibiro monjowa kendo lokowa wasumbni mi gikaw pundewa!”"
"Saka vakaenda kune mukuru wevashandi vemumba maJosefa, vakataura naye vari pasuo remba.","Omiyo, ne gidhi ir jatich ma nochung’ ne od Josef, mi giwuoyo kode e dho ot."
Vakati: “Tiregerereiwo ishe wangu! Takambouya kuzotenga zvekudya.,Ne giwachone niya: “Ruoth kiyie to winjwae! Ne wasebiro kae chieng’ moro ng’iewo cham.
"Asi patakasvika panzvimbo yekurara tikavhura homwe dzedu, takaona mari yemumwe nemumwe iri muhomwe yake nechekumuromo, yakakwana. Saka tiri kuda kuidzosa.","To ka ne wan e yo wadok thurwa, ne wachopo ka ma nonego wabworie, kendo ng’ato ka ng’ato kuomwa nobwok ka noyudo pesane duto e ogunde. Omiyo, dwaher duokonu pesago."
Uye tauya neimwe mari kuti titenge zvekudya. Hatizivi kuti ndiani akaisa mari yedu muhomwe dzedu.”,"Bende, wabiro gi pesa moko mondo wang’iewgo cham. Ok wang’eyo ng’at ma noketo pesago e ogundewa.”"
Iye akabva ati: “Hapana nyaya. Musatya henyu. Mwari wenyu naMwari wababa venyu akaisa pfuma muhomwe dzenyu. Mari yenyu yakatanga yauya kwandiri.” Pashure paizvozvo akavabudisira Simiyoni.,"To nodwokogi niya: “Mano kik chandu, kendo kik ubed maluor. Nyasachu ma Nyasach wuonu e ma noketo pesago e ogundeu. An to ne ayudo pesa ma nuchulo.” Bang’ mano, ne okelo Simeon irgi."
"Murume wacho akabva apinda navo mumba maJosefa, ndokuvapa mvura yekugeza tsoka, akapa madhongi avo chikafu.","Eka jatichno ne orwakogi e od Josef, mi omiyogi pi mondo gilwok tiendegi, kae to omiyo pundegi chiemo."
"Uye varume vacho vakagadzira chipo chaJosefa kuti vazomupa masikati kana auya, nekuti vakanga vanzwa kuti vakanga vachizodya zvekudya imomo.","Ne gichako golo mich ma ne gikelo ne Josef, nimar ne gisewinjo ni Josef ne dhi chiemo kodgi sa auchiel."
"Josefa paakapinda mumba, vakabva vauya nechipo chavo kwaari mumba, vakapfugama, vakadzikisa misoro yavo.","Ka ne Josef oduogo e ode, ne gimiye mich ma ne gikelonego, kendo ne gikulorene nyaka e lowo."
Akazovabvunza upenyu uye akati: “Baba venyu vamaiti vakwegura vakadii? Vachiri vapenyu here?”,"Bang’ mano, ne openjogi kaka ne gidhi, kae to openjogi niya: “Wuonu ma ne unyisa ni koro oseti to dhi nade? Be pod ongima?”"
"Ivo vakati: “Baba vedu, muranda wenyu, vanofara havo. Vachiri vapenyu.” Vakabva vapfugama, vakadzikisa misoro yavo.","Ne gidwoke niya: “Jatichni ma wuonwa dhi maber, kendo pod ongima.” Eka ne gikulorene."
"Paakatarisa, akaona Bhenjamini munin’ina wake, mwana waamai vake, akati: “Uyu ndiye munin’ina wenyu wamakandiudza nezvake here?” Akawedzera kuti: “Mwari ngaakunzwire nyasha, mwanakomana wangu.”","To ka noneno Benjamin owadgi, ne openjogi niya: “Ma e owadu ma chogo ma ne unyisa wachne?” Eka nowachone niya: “Mad Nyasaye oguedhi wuoda.”"
"Josefa akabva akurumidza kubuda, nekuti shungu dzakanga dzava kumukurira paakaona munin’ina wake, zvekuti akatsvaga nzvimbo yekuchema ari. Saka akapinda muimba yake ega, ndokutanga kuchema.","Josef nosegombo neno owadgi ahinya, omiyo ka ne onene nowuok kanyo mapiyo, modonjo e ode ma iye moywak."
"Akazogeza chiso chake, akabuda shungu dzaserera, akati: “Pakurai zvekudya.”","Bang’ mano, ne olwoko wang’e mowuok oko. Koro ka chunye nosekuwe nowacho niya: “Keluru chiemo.”"
"Vakamupakurira pake ega, ivo vakaisirwa pavo vega, uye vaIjipiti vaaiva navo vaidya vega, nekuti vaIjipiti vaisakwanisa kudya nevaHebheru, nekuti izvozvo zvinosemesa vaIjipiti.","Josef ne ochiemo yore, to owetene bende ne ochiemo yorgi. Jo-Misri ma ne chiemo kode bende ne ochiemo yorgi nikech Jo-Misri ne neno ni en gima kwero chiemo gi Jo-Hibrania."
"Vakanga vakagara pamberi pake, maererano nemazera avo kubva kudangwe maererano nekodzero yake sedangwe, kusvikira kugotwe, uye varume vacho vaingotarisana vachishamisika.","Owetego ne oket e mesa ma ne nie nyim Josef, kendo ne gibet kaluwore gi kaka ne onyuolgi, kochakore gi wuoyi ma kayo nyaka ma chogo, kendo ne gichako ng’iyore ka giwuoro ahinya."
"Akaramba achiendesa zvekudya kubva patafura yake zvichienda kutafura yavo, asi aipa Bhenjamini zvakapetwa kashanu pane zvaaipa vamwe vese. Saka vakaramba vachidya nekunwa naye kusvikira vaguta.","Josef ne pogonegi chiemo moa e mesane, kendo ne opogo ne Benjamin nyadibich moloyo owetene mamoko. Kuom mano, ne gichiemo kendo ne gimetho mi giyieng’."
Akazoudza mukuru wevashandi vemumba make kuti: “Zadza homwe dzevarume vacho nezvekudya zvavanokwanisa kutakura uye isa mari yemumwe nemumwe muhomwe yake nechekumuromo.,"Bang’e, Josef nochiko jatich ma nochung’ ne ode niya: “Ket cham e ogunde jogi kar ma ginyalo ting’o, kendo iso ne ng’ato ka ng’ato pesane e dho ogunde."
"Asi uise kapu yangu, iya yesirivha, nechekumuromo kwehomwe yemudiki wacho, pamwe nemari yezviyo zvake.” Saka akaita zvaakanga audzwa naJosefa.","To ibiro soyo okombena mar fedha e dho ogund wuoyi ma chogo, en bende iniduokne pesane.” Mi notimo mana kaka Josef ne ochike."
"Mangwanani acho kwachena, varume vacho vakasimuka vakaenda nemadhongi avo.","Kinyne gokinyi ne giweyogi mondo gidhi, kendo ne gikawo pundegi mi gichako dok thurgi."
"Vakanga vasati vasvika kure neguta Josefa paakati kumukuru wevashandi vemumba make: “Simuka! Tevera varume vaya! Kana wavabata uti kwavari, ‘Sei maita zvakaipa imi makaitirwa zvakanaka?","To ka ne pok gidhi mabor ahinya gi dala maduong’no, Josef ne onyiso jatich ma nochung’ ne ode niya: “A malo ilaw jogo! Kendo kijukogi to ipenjgi kama: ‘Ang’o momiyo usechulo richo kar ber?"
